"FinancialYear","HBT","HBTQF","Dataset","DatasetQF","LengthOfStay","NumberOfStays"
"2009/10","S08000028"," ","SMR01"," ","29 days - 6 months",0
"2009/10","S08000028"," ","SMR01"," ","> 6 months",0
"2009/10","S08000028"," ","SMR04"," ","< 1 day",0
"2009/10","S08000028"," ","SMR04"," ","1 - 7 days",10
"2009/10","S08000028"," ","SMR04"," ","8 - 28 days",20
"2009/10","S08000028"," ","SMR04"," ","29 days - 6 months",20
"2009/10","S08000028"," ","SMR04"," ","> 6 months",10
"2009/10","S08000028"," ","Total","d","< 1 day",20
"2009/10","S08000028"," ","Total","d","1 - 7 days",80
"2009/10","S08000028"," ","Total","d","8 - 28 days",40
"2009/10","S08000028"," ","Total","d","29 days - 6 months",20
"2009/10","S08000028"," ","Total","d","> 6 months",10
"2009/10","SB0802"," ","SMR01"," ","< 1 day",0
"2009/10","SB0802"," ","SMR01"," ","1 - 7 days",0
"2009/10","SB0802"," ","SMR01"," ","8 - 28 days",0
"2009/10","SB0802"," ","SMR01"," ","29 days - 6 months",0
"2009/10","SB0802"," ","SMR01"," ","> 6 months",0
"2009/10","SB0802"," ","SMR04"," ","< 1 day",0
"2009/10","SB0802"," ","SMR04"," ","1 - 7 days",0
"2009/10","SB0802"," ","SMR04"," ","8 - 28 days",0
"2009/10","SB0802"," ","SMR04"," ","29 days - 6 months",0
"2009/10","SB0802"," ","SMR04"," ","> 6 months",10
"2009/10","SB0802"," ","Total","d","< 1 day",0
"2009/10","SB0802"," ","Total","d","1 - 7 days",0
"2009/10","SB0802"," ","Total","d","8 - 28 days",0
"2009/10","SB0802"," ","Total","d","29 days - 6 months",0
"2009/10","SB0802"," ","Total","d","> 6 months",10
"2009/10","S92000003","d","SMR01"," ","< 1 day",1920
"2009/10","S92000003","d","SMR01"," ","1 - 7 days",5470
"2009/10","S92000003","d","SMR01"," ","8 - 28 days",1600
"2009/10","S92000003","d","SMR01"," ","29 days - 6 months",790
"2009/10","S92000003","d","SMR01"," ","> 6 months",60
"2009/10","S92000003","d","SMR04"," ","< 1 day",380
"2009/10","S92000003","d","SMR04"," ","1 - 7 days",5510
"2009/10","S92000003","d","SMR04"," ","8 - 28 days",6740
"2009/10","S92000003","d","SMR04"," ","29 days - 6 months",5890
"2009/10","S92000003","d","SMR04"," ","> 6 months",1280
"2009/10","S92000003","d","Total","d","< 1 day",2300
"2009/10","S92000003","d","Total","d","1 - 7 days",10980
"2009/10","S92000003","d","Total","d","8 - 28 days",8350
"2009/10","S92000003","d","Total","d","29 days - 6 months",6680
"2009/10","S92000003","d","Total","d","> 6 months",1340
"2010/11","SB0801"," ","SMR01"," ","< 1 day",0
"2010/11","SB0801"," ","SMR01"," ","1 - 7 days",0
"2010/11","SB0801"," ","SMR01"," ","8 - 28 days",0
"2010/11","SB0801"," ","SMR01"," ","29 days - 6 months",0
"2010/11","SB0801"," ","SMR01"," ","> 6 months",0
"2010/11","SB0801"," ","SMR04"," ","< 1 day",0
"2010/11","SB0801"," ","SMR04"," ","1 - 7 days",0
"2010/11","SB0801"," ","SMR04"," ","8 - 28 days",0
"2010/11","SB0801"," ","SMR04"," ","29 days - 6 months",0
"2010/11","SB0801"," ","SMR04"," ","> 6 months",0
"2010/11","SB0801"," ","Total","d","< 1 day",0
"2010/11","SB0801"," ","Total","d","1 - 7 days",0
"2010/11","SB0801"," ","Total","d","8 - 28 days",0
"2010/11","SB0801"," ","Total","d","29 days - 6 months",0
"2010/11","SB0801"," ","Total","d","> 6 months",0
"2010/11","S08000015"," ","SMR01"," ","< 1 day",210
"2010/11","S08000015"," ","SMR01"," ","1 - 7 days",500
"2010/11","S08000015"," ","SMR01"," ","8 - 28 days",130
"2010/11","S08000015"," ","SMR01"," ","29 days - 6 months",30
"2010/11","S08000015"," ","SMR01"," ","> 6 months",0
"2010/11","S08000015"," ","SMR04"," ","< 1 day",20
"2010/11","S08000015"," ","SMR04"," ","1 - 7 days",430
"2010/11","S08000015"," ","SMR04"," ","8 - 28 days",440
"2010/11","S08000015"," ","SMR04"," ","29 days - 6 months",440
"2010/11","S08000015"," ","SMR04"," ","> 6 months",70
"2010/11","S08000015"," ","Total","d","< 1 day",230
"2010/11","S08000015"," ","Total","d","1 - 7 days",940
"2010/11","S08000015"," ","Total","d","8 - 28 days",570
"2010/11","S08000015"," ","Total","d","29 days - 6 months",470
"2010/11","S08000015"," ","Total","d","> 6 months",70
"2010/11","S08000016"," ","SMR01"," ","< 1 day",60
"2010/11","S08000016"," ","SMR01"," ","1 - 7 days",130
"2010/11","S08000016"," ","SMR01"," ","8 - 28 days",50
"2010/11","S08000016"," ","SMR01"," ","29 days - 6 months",30
"2010/11","S08000016"," ","SMR01"," ","> 6 months",0
"2010/11","S08000016"," ","SMR04"," ","< 1 day",10
"2010/11","S08000016"," ","SMR04"," ","1 - 7 days",130
"2010/11","S08000016"," ","SMR04"," ","8 - 28 days",180
"2010/11","S08000016"," ","SMR04"," ","29 days - 6 months",140
"2010/11","S08000016"," ","SMR04"," ","> 6 months",40
"2010/11","S08000016"," ","Total","d","< 1 day",60
"2010/11","S08000016"," ","Total","d","1 - 7 days",260
"2010/11","S08000016"," ","Total","d","8 - 28 days",240
"2010/11","S08000016"," ","Total","d","29 days - 6 months",180
"2010/11","S08000016"," ","Total","d","> 6 months",40
"2010/11","S08000017"," ","SMR01"," ","< 1 day",60
"2010/11","S08000017"," ","SMR01"," ","1 - 7 days",110
"2010/11","S08000017"," ","SMR01"," ","8 - 28 days",60
"2010/11","S08000017"," ","SMR01"," ","29 days - 6 months",30
"2010/11","S08000017"," ","SMR01"," ","> 6 months",0
"2010/11","S08000017"," ","SMR04"," ","< 1 day",30
"2010/11","S08000017"," ","SMR04"," ","1 - 7 days",280
"2010/11","S08000017"," ","SMR04"," ","8 - 28 days",190
"2010/11","S08000017"," ","SMR04"," ","29 days - 6 months",160
"2010/11","S08000017"," ","SMR04"," ","> 6 months",30
"2010/11","S08000017"," ","Total","d","< 1 day",90
"2010/11","S08000017"," ","Total","d","1 - 7 days",390
"2010/11","S08000017"," ","Total","d","8 - 28 days",250
"2010/11","S08000017"," ","Total","d","29 days - 6 months",190
"2010/11","S08000017"," ","Total","d","> 6 months",30
"2010/11","S08000029"," ","SMR01"," ","< 1 day",90
"2010/11","S08000029"," ","SMR01"," ","1 - 7 days",200
"2010/11","S08000029"," ","SMR01"," ","8 - 28 days",110
"2010/11","S08000029"," ","SMR01"," ","29 days - 6 months",60
"2010/11","S08000029"," ","SMR01"," ","> 6 months",0
"2010/11","S08000029"," ","SMR04"," ","< 1 day",30
"2010/11","S08000029"," ","SMR04"," ","1 - 7 days",360
"2010/11","S08000029"," ","SMR04"," ","8 - 28 days",360
"2010/11","S08000029"," ","SMR04"," ","29 days - 6 months",350
"2010/11","S08000029"," ","SMR04"," ","> 6 months",90
"2010/11","S08000029"," ","Total","d","< 1 day",120
"2010/11","S08000029"," ","Total","d","1 - 7 days",560
"2010/11","S08000029"," ","Total","d","8 - 28 days",460
"2010/11","S08000029"," ","Total","d","29 days - 6 months",410
"2010/11","S08000029"," ","Total","d","> 6 months",90
"2010/11","S08000019"," ","SMR01"," ","< 1 day",20
"2010/11","S08000019"," ","SMR01"," ","1 - 7 days",120
"2010/11","S08000019"," ","SMR01"," ","8 - 28 days",30
"2010/11","S08000019"," ","SMR01"," ","29 days - 6 months",0
"2010/11","S08000019"," ","SMR01"," ","> 6 months",0
"2010/11","S08000019"," ","SMR04"," ","< 1 day",40
"2010/11","S08000019"," ","SMR04"," ","1 - 7 days",410
"2010/11","S08000019"," ","SMR04"," ","8 - 28 days",250
"2010/11","S08000019"," ","SMR04"," ","29 days - 6 months",190
"2010/11","S08000019"," ","SMR04"," ","> 6 months",70
"2010/11","S08000019"," ","Total","d","< 1 day",60
"2010/11","S08000019"," ","Total","d","1 - 7 days",530
"2010/11","S08000019"," ","Total","d","8 - 28 days",290
"2010/11","S08000019"," ","Total","d","29 days - 6 months",200
"2010/11","S08000019"," ","Total","d","> 6 months",70
"2010/11","S08000020"," ","SMR01"," ","< 1 day",120
"2010/11","S08000020"," ","SMR01"," ","1 - 7 days",480
"2010/11","S08000020"," ","SMR01"," ","8 - 28 days",160
"2010/11","S08000020"," ","SMR01"," ","29 days - 6 months",50
"2010/11","S08000020"," ","SMR01"," ","> 6 months",0
"2010/11","S08000020"," ","SMR04"," ","< 1 day",30
"2010/11","S08000020"," ","SMR04"," ","1 - 7 days",400
"2010/11","S08000020"," ","SMR04"," ","8 - 28 days",620
"2010/11","S08000020"," ","SMR04"," ","29 days - 6 months",660
"2010/11","S08000020"," ","SMR04"," ","> 6 months",100
"2010/11","S08000020"," ","Total","d","< 1 day",150
"2010/11","S08000020"," ","Total","d","1 - 7 days",890
"2010/11","S08000020"," ","Total","d","8 - 28 days",770
"2010/11","S08000020"," ","Total","d","29 days - 6 months",710
"2010/11","S08000020"," ","Total","d","> 6 months",110
"2010/11","S08000031"," ","SMR01"," ","< 1 day",610
"2010/11","S08000031"," ","SMR01"," ","1 - 7 days",1990
"2010/11","S08000031"," ","SMR01"," ","8 - 28 days",460
"2010/11","S08000031"," ","SMR01"," ","29 days - 6 months",210
"2010/11","S08000031"," ","SMR01"," ","> 6 months",20
"2010/11","S08000031"," ","SMR04"," ","< 1 day",50
"2010/11","S08000031"," ","SMR04"," ","1 - 7 days",950
"2010/11","S08000031"," ","SMR04"," ","8 - 28 days",1570
"2010/11","S08000031"," ","SMR04"," ","29 days - 6 months",1340
"2010/11","S08000031"," ","SMR04"," ","> 6 months",370
"2010/11","S08000031"," ","Total","d","< 1 day",660
"2010/11","S08000031"," ","Total","d","1 - 7 days",2940
"2010/11","S08000031"," ","Total","d","8 - 28 days",2040
"2010/11","S08000031"," ","Total","d","29 days - 6 months",1550
"2010/11","S08000031"," ","Total","d","> 6 months",400
"2010/11","S08000022"," ","SMR01"," ","< 1 day",160
"2010/11","S08000022"," ","SMR01"," ","1 - 7 days",430
"2010/11","S08000022"," ","SMR01"," ","8 - 28 days",110
"2010/11","S08000022"," ","SMR01"," ","29 days - 6 months",60
"2010/11","S08000022"," ","SMR01"," ","> 6 months",10
"2010/11","S08000022"," ","SMR04"," ","< 1 day",30
"2010/11","S08000022"," ","SMR04"," ","1 - 7 days",340
"2010/11","S08000022"," ","SMR04"," ","8 - 28 days",410
"2010/11","S08000022"," ","SMR04"," ","29 days - 6 months",360
"2010/11","S08000022"," ","SMR04"," ","> 6 months",120
"2010/11","S08000022"," ","Total","d","< 1 day",180
"2010/11","S08000022"," ","Total","d","1 - 7 days",760
"2010/11","S08000022"," ","Total","d","8 - 28 days",520
"2010/11","S08000022"," ","Total","d","29 days - 6 months",420
"2010/11","S08000022"," ","Total","d","> 6 months",120
"2010/11","S08000032"," ","SMR01"," ","< 1 day",210
"2010/11","S08000032"," ","SMR01"," ","1 - 7 days",720
"2010/11","S08000032"," ","SMR01"," ","8 - 28 days",170
"2010/11","S08000032"," ","SMR01"," ","29 days - 6 months",60
"2010/11","S08000032"," ","SMR01"," ","> 6 months",0
"2010/11","S08000032"," ","SMR04"," ","< 1 day",50
"2010/11","S08000032"," ","SMR04"," ","1 - 7 days",450
"2010/11","S08000032"," ","SMR04"," ","8 - 28 days",880
"2010/11","S08000032"," ","SMR04"," ","29 days - 6 months",620
"2010/11","S08000032"," ","SMR04"," ","> 6 months",120
"2010/11","S08000032"," ","Total","d","< 1 day",260
"2010/11","S08000032"," ","Total","d","1 - 7 days",1180
"2010/11","S08000032"," ","Total","d","8 - 28 days",1050
"2010/11","S08000032"," ","Total","d","29 days - 6 months",680
"2010/11","S08000032"," ","Total","d","> 6 months",120
"2010/11","S08000024"," ","SMR01"," ","< 1 day",330
"2010/11","S08000024"," ","SMR01"," ","1 - 7 days",700
"2010/11","S08000024"," ","SMR01"," ","8 - 28 days",280
"2010/11","S08000024"," ","SMR01"," ","29 days - 6 months",220
"2010/11","S08000024"," ","SMR01"," ","> 6 months",20
"2010/11","S08000024"," ","SMR04"," ","< 1 day",50
"2010/11","S08000024"," ","SMR04"," ","1 - 7 days",810
"2010/11","S08000024"," ","SMR04"," ","8 - 28 days",990
"2010/11","S08000024"," ","SMR04"," ","29 days - 6 months",760
"2010/11","S08000024"," ","SMR04"," ","> 6 months",210
"2010/11","S08000024"," ","Total","d","< 1 day",380
"2010/11","S08000024"," ","Total","d","1 - 7 days",1510
"2010/11","S08000024"," ","Total","d","8 - 28 days",1270
"2010/11","S08000024"," ","Total","d","29 days - 6 months",980
"2010/11","S08000024"," ","Total","d","> 6 months",220
"2010/11","S08000025"," ","SMR01"," ","< 1 day",20
"2010/11","S08000025"," ","SMR01"," ","1 - 7 days",40
"2010/11","S08000025"," ","SMR01"," ","8 - 28 days",0
"2010/11","S08000025"," ","SMR01"," ","29 days - 6 months",0
"2010/11","S08000025"," ","SMR01"," ","> 6 months",0
"2010/11","S08000025"," ","SMR04"," ","< 1 day",0
"2010/11","S08000025"," ","SMR04"," ","1 - 7 days",0
"2010/11","S08000025"," ","SMR04"," ","8 - 28 days",0
"2010/11","S08000025"," ","SMR04"," ","29 days - 6 months",0
"2010/11","S08000025"," ","SMR04"," ","> 6 months",0
"2010/11","S08000025"," ","Total","d","< 1 day",20
"2010/11","S08000025"," ","Total","d","1 - 7 days",40
"2010/11","S08000025"," ","Total","d","8 - 28 days",0
"2010/11","S08000025"," ","Total","d","29 days - 6 months",0
"2010/11","S08000025"," ","Total","d","> 6 months",0
"2010/11","S08000026"," ","SMR01"," ","< 1 day",20
"2010/11","S08000026"," ","SMR01"," ","1 - 7 days",50
"2010/11","S08000026"," ","SMR01"," ","8 - 28 days",0
"2010/11","S08000026"," ","SMR01"," ","29 days - 6 months",0
"2010/11","S08000026"," ","SMR01"," ","> 6 months",0
"2010/11","S08000026"," ","SMR04"," ","< 1 day",0
"2010/11","S08000026"," ","SMR04"," ","1 - 7 days",0
"2010/11","S08000026"," ","SMR04"," ","8 - 28 days",0
"2010/11","S08000026"," ","SMR04"," ","29 days - 6 months",0
"2010/11","S08000026"," ","SMR04"," ","> 6 months",0
"2010/11","S08000026"," ","Total","d","< 1 day",20
"2010/11","S08000026"," ","Total","d","1 - 7 days",50
"2010/11","S08000026"," ","Total","d","8 - 28 days",0
"2010/11","S08000026"," ","Total","d","29 days - 6 months",0
"2010/11","S08000026"," ","Total","d","> 6 months",0
"2010/11","S08000030"," ","SMR01"," ","< 1 day",100
"2010/11","S08000030"," ","SMR01"," ","1 - 7 days",210
"2010/11","S08000030"," ","SMR01"," ","8 - 28 days",80
"2010/11","S08000030"," ","SMR01"," ","29 days - 6 months",50
"2010/11","S08000030"," ","SMR01"," ","> 6 months",0
"2010/11","S08000030"," ","SMR04"," ","< 1 day",30
"2010/11","S08000030"," ","SMR04"," ","1 - 7 days",500
"2010/11","S08000030"," ","SMR04"," ","8 - 28 days",540
"2010/11","S08000030"," ","SMR04"," ","29 days - 6 months",550
"2010/11","S08000030"," ","SMR04"," ","> 6 months",120
"2010/11","S08000030"," ","Total","d","< 1 day",140
"2010/11","S08000030"," ","Total","d","1 - 7 days",720
"2010/11","S08000030"," ","Total","d","8 - 28 days",620
"2010/11","S08000030"," ","Total","d","29 days - 6 months",600
"2010/11","S08000030"," ","Total","d","> 6 months",120
"2010/11","S08000028"," ","SMR01"," ","< 1 day",20
"2010/11","S08000028"," ","SMR01"," ","1 - 7 days",40
"2010/11","S08000028"," ","SMR01"," ","8 - 28 days",10
"2010/11","S08000028"," ","SMR01"," ","29 days - 6 months",0
"2010/11","S08000028"," ","SMR01"," ","> 6 months",0
"2010/11","S08000028"," ","SMR04"," ","< 1 day",0
"2010/11","S08000028"," ","SMR04"," ","1 - 7 days",20
"2010/11","S08000028"," ","SMR04"," ","8 - 28 days",20
"2010/11","S08000028"," ","SMR04"," ","29 days - 6 months",20
"2010/11","S08000028"," ","SMR04"," ","> 6 months",10
"2010/11","S08000028"," ","Total","d","< 1 day",20
"2010/11","S08000028"," ","Total","d","1 - 7 days",60
"2010/11","S08000028"," ","Total","d","8 - 28 days",30
"2010/11","S08000028"," ","Total","d","29 days - 6 months",20
"2010/11","S08000028"," ","Total","d","> 6 months",10
"2010/11","SB0802"," ","SMR01"," ","< 1 day",0
"2010/11","SB0802"," ","SMR01"," ","1 - 7 days",0
"2010/11","SB0802"," ","SMR01"," ","8 - 28 days",0
"2010/11","SB0802"," ","SMR01"," ","29 days - 6 months",0
"2010/11","SB0802"," ","SMR01"," ","> 6 months",0
"2010/11","SB0802"," ","SMR04"," ","< 1 day",0
"2010/11","SB0802"," ","SMR04"," ","1 - 7 days",0
"2010/11","SB0802"," ","SMR04"," ","8 - 28 days",0
"2010/11","SB0802"," ","SMR04"," ","29 days - 6 months",0
"2010/11","SB0802"," ","SMR04"," ","> 6 months",10
"2010/11","SB0802"," ","Total","d","< 1 day",0
"2010/11","SB0802"," ","Total","d","1 - 7 days",0
"2010/11","SB0802"," ","Total","d","8 - 28 days",0
"2010/11","SB0802"," ","Total","d","29 days - 6 months",0
"2010/11","SB0802"," ","Total","d","> 6 months",10
"2010/11","S92000003","d","SMR01"," ","< 1 day",2020
"2010/11","S92000003","d","SMR01"," ","1 - 7 days",5720
"2010/11","S92000003","d","SMR01"," ","8 - 28 days",1660
"2010/11","S92000003","d","SMR01"," ","29 days - 6 months",810
"2010/11","S92000003","d","SMR01"," ","> 6 months",60
"2010/11","S92000003","d","SMR04"," ","< 1 day",370
"2010/11","S92000003","d","SMR04"," ","1 - 7 days",5090
"2010/11","S92000003","d","SMR04"," ","8 - 28 days",6450
"2010/11","S92000003","d","SMR04"," ","29 days - 6 months",5600
"2010/11","S92000003","d","SMR04"," ","> 6 months",1360
"2010/11","S92000003","d","Total","d","< 1 day",2390
"2010/11","S92000003","d","Total","d","1 - 7 days",10810
"2010/11","S92000003","d","Total","d","8 - 28 days",8110
"2010/11","S92000003","d","Total","d","29 days - 6 months",6400
"2010/11","S92000003","d","Total","d","> 6 months",1420
"2011/12","SB0801"," ","SMR01"," ","< 1 day",0
"2011/12","SB0801"," ","SMR01"," ","1 - 7 days",0
"2011/12","SB0801"," ","SMR01"," ","8 - 28 days",0
"2011/12","SB0801"," ","SMR01"," ","29 days - 6 months",0
"2011/12","SB0801"," ","SMR01"," ","> 6 months",0
"2011/12","SB0801"," ","SMR04"," ","< 1 day",0
"2011/12","SB0801"," ","SMR04"," ","1 - 7 days",0
"2011/12","SB0801"," ","SMR04"," ","8 - 28 days",0
"2011/12","SB0801"," ","SMR04"," ","29 days - 6 months",0
"2011/12","SB0801"," ","SMR04"," ","> 6 months",0
"2011/12","SB0801"," ","Total","d","< 1 day",0
"2011/12","SB0801"," ","Total","d","1 - 7 days",0
"2011/12","SB0801"," ","Total","d","8 - 28 days",0
"2011/12","SB0801"," ","Total","d","29 days - 6 months",0
"2011/12","SB0801"," ","Total","d","> 6 months",0
"2011/12","S08000015"," ","SMR01"," ","< 1 day",210
"2011/12","S08000015"," ","SMR01"," ","1 - 7 days",480
"2011/12","S08000015"," ","SMR01"," ","8 - 28 days",120
"2011/12","S08000015"," ","SMR01"," ","29 days - 6 months",30
"2011/12","S08000015"," ","SMR01"," ","> 6 months",0
"2011/12","S08000015"," ","SMR04"," ","< 1 day",20
"2011/12","S08000015"," ","SMR04"," ","1 - 7 days",370
"2011/12","S08000015"," ","SMR04"," ","8 - 28 days",470
"2011/12","S08000015"," ","SMR04"," ","29 days - 6 months",440
"2011/12","S08000015"," ","SMR04"," ","> 6 months",50
"2011/12","S08000015"," ","Total","d","< 1 day",230
"2011/12","S08000015"," ","Total","d","1 - 7 days",860
"2011/12","S08000015"," ","Total","d","8 - 28 days",590
"2011/12","S08000015"," ","Total","d","29 days - 6 months",470
"2011/12","S08000015"," ","Total","d","> 6 months",60
"2011/12","S08000016"," ","SMR01"," ","< 1 day",80
"2011/12","S08000016"," ","SMR01"," ","1 - 7 days",110
"2011/12","S08000016"," ","SMR01"," ","8 - 28 days",50
"2011/12","S08000016"," ","SMR01"," ","29 days - 6 months",20
"2011/12","S08000016"," ","SMR01"," ","> 6 months",0
"2011/12","S08000016"," ","SMR04"," ","< 1 day",10
"2011/12","S08000016"," ","SMR04"," ","1 - 7 days",150
"2011/12","S08000016"," ","SMR04"," ","8 - 28 days",150
"2011/12","S08000016"," ","SMR04"," ","29 days - 6 months",140
"2011/12","S08000016"," ","SMR04"," ","> 6 months",30
"2011/12","S08000016"," ","Total","d","< 1 day",80
"2011/12","S08000016"," ","Total","d","1 - 7 days",250
"2011/12","S08000016"," ","Total","d","8 - 28 days",190
"2011/12","S08000016"," ","Total","d","29 days - 6 months",160
"2011/12","S08000016"," ","Total","d","> 6 months",30
"2011/12","S08000017"," ","SMR01"," ","< 1 day",180
"2011/12","S08000017"," ","SMR01"," ","1 - 7 days",150
"2011/12","S08000017"," ","SMR01"," ","8 - 28 days",50
"2011/12","S08000017"," ","SMR01"," ","29 days - 6 months",20
"2011/12","S08000017"," ","SMR01"," ","> 6 months",0
"2011/12","S08000017"," ","SMR04"," ","< 1 day",30
"2011/12","S08000017"," ","SMR04"," ","1 - 7 days",230
"2011/12","S08000017"," ","SMR04"," ","8 - 28 days",190
"2011/12","S08000017"," ","SMR04"," ","29 days - 6 months",140
"2011/12","S08000017"," ","SMR04"," ","> 6 months",30
"2011/12","S08000017"," ","Total","d","< 1 day",210
"2011/12","S08000017"," ","Total","d","1 - 7 days",370
"2011/12","S08000017"," ","Total","d","8 - 28 days",250
"2011/12","S08000017"," ","Total","d","29 days - 6 months",160
"2011/12","S08000017"," ","Total","d","> 6 months",30
"2011/12","S08000029"," ","SMR01"," ","< 1 day",100
"2011/12","S08000029"," ","SMR01"," ","1 - 7 days",180
"2011/12","S08000029"," ","SMR01"," ","8 - 28 days",160
"2011/12","S08000029"," ","SMR01"," ","29 days - 6 months",50
"2011/12","S08000029"," ","SMR01"," ","> 6 months",0
"2011/12","S08000029"," ","SMR04"," ","< 1 day",30
"2011/12","S08000029"," ","SMR04"," ","1 - 7 days",390
"2011/12","S08000029"," ","SMR04"," ","8 - 28 days",400
"2011/12","S08000029"," ","SMR04"," ","29 days - 6 months",330
"2011/12","S08000029"," ","SMR04"," ","> 6 months",90
"2011/12","S08000029"," ","Total","d","< 1 day",130
"2011/12","S08000029"," ","Total","d","1 - 7 days",570
"2011/12","S08000029"," ","Total","d","8 - 28 days",560
"2011/12","S08000029"," ","Total","d","29 days - 6 months",380
"2011/12","S08000029"," ","Total","d","> 6 months",90
"2011/12","S08000019"," ","SMR01"," ","< 1 day",60
"2011/12","S08000019"," ","SMR01"," ","1 - 7 days",150
"2011/12","S08000019"," ","SMR01"," ","8 - 28 days",60
"2011/12","S08000019"," ","SMR01"," ","29 days - 6 months",20
"2011/12","S08000019"," ","SMR01"," ","> 6 months",0
"2011/12","S08000019"," ","SMR04"," ","< 1 day",20
"2011/12","S08000019"," ","SMR04"," ","1 - 7 days",350
"2011/12","S08000019"," ","SMR04"," ","8 - 28 days",220
"2011/12","S08000019"," ","SMR04"," ","29 days - 6 months",200
"2011/12","S08000019"," ","SMR04"," ","> 6 months",60
"2011/12","S08000019"," ","Total","d","< 1 day",80
"2011/12","S08000019"," ","Total","d","1 - 7 days",500
"2011/12","S08000019"," ","Total","d","8 - 28 days",280
"2011/12","S08000019"," ","Total","d","29 days - 6 months",220
"2011/12","S08000019"," ","Total","d","> 6 months",60
"2011/12","S08000020"," ","SMR01"," ","< 1 day",140
"2011/12","S08000020"," ","SMR01"," ","1 - 7 days",520
"2011/12","S08000020"," ","SMR01"," ","8 - 28 days",170
"2011/12","S08000020"," ","SMR01"," ","29 days - 6 months",60
"2011/12","S08000020"," ","SMR01"," ","> 6 months",0
"2011/12","S08000020"," ","SMR04"," ","< 1 day",20
"2011/12","S08000020"," ","SMR04"," ","1 - 7 days",500
"2011/12","S08000020"," ","SMR04"," ","8 - 28 days",610
"2011/12","S08000020"," ","SMR04"," ","29 days - 6 months",590
"2011/12","S08000020"," ","SMR04"," ","> 6 months",100
"2011/12","S08000020"," ","Total","d","< 1 day",170
"2011/12","S08000020"," ","Total","d","1 - 7 days",1020
"2011/12","S08000020"," ","Total","d","8 - 28 days",780
"2011/12","S08000020"," ","Total","d","29 days - 6 months",640
"2011/12","S08000020"," ","Total","d","> 6 months",110
"2011/12","S08000031"," ","SMR01"," ","< 1 day",700
"2011/12","S08000031"," ","SMR01"," ","1 - 7 days",2060
"2011/12","S08000031"," ","SMR01"," ","8 - 28 days",460
"2011/12","S08000031"," ","SMR01"," ","29 days - 6 months",240
"2011/12","S08000031"," ","SMR01"," ","> 6 months",20
"2011/12","S08000031"," ","SMR04"," ","< 1 day",50
"2011/12","S08000031"," ","SMR04"," ","1 - 7 days",900
"2011/12","S08000031"," ","SMR04"," ","8 - 28 days",1490
"2011/12","S08000031"," ","SMR04"," ","29 days - 6 months",1450
"2011/12","S08000031"," ","SMR04"," ","> 6 months",380
"2011/12","S08000031"," ","Total","d","< 1 day",760
"2011/12","S08000031"," ","Total","d","1 - 7 days",2970
"2011/12","S08000031"," ","Total","d","8 - 28 days",1950
"2011/12","S08000031"," ","Total","d","29 days - 6 months",1700
"2011/12","S08000031"," ","Total","d","> 6 months",410
"2011/12","S08000022"," ","SMR01"," ","< 1 day",130
"2011/12","S08000022"," ","SMR01"," ","1 - 7 days",460
"2011/12","S08000022"," ","SMR01"," ","8 - 28 days",90
"2011/12","S08000022"," ","SMR01"," ","29 days - 6 months",40
"2011/12","S08000022"," ","SMR01"," ","> 6 months",0
"2011/12","S08000022"," ","SMR04"," ","< 1 day",20
"2011/12","S08000022"," ","SMR04"," ","1 - 7 days",310
"2011/12","S08000022"," ","SMR04"," ","8 - 28 days",390
"2011/12","S08000022"," ","SMR04"," ","29 days - 6 months",380
"2011/12","S08000022"," ","SMR04"," ","> 6 months",80
"2011/12","S08000022"," ","Total","d","< 1 day",160
"2011/12","S08000022"," ","Total","d","1 - 7 days",770
"2011/12","S08000022"," ","Total","d","8 - 28 days",480
"2011/12","S08000022"," ","Total","d","29 days - 6 months",420
"2011/12","S08000022"," ","Total","d","> 6 months",80
"2011/12","S08000032"," ","SMR01"," ","< 1 day",250
"2011/12","S08000032"," ","SMR01"," ","1 - 7 days",730
"2011/12","S08000032"," ","SMR01"," ","8 - 28 days",200
"2011/12","S08000032"," ","SMR01"," ","29 days - 6 months",50
"2011/12","S08000032"," ","SMR01"," ","> 6 months",0
"2011/12","S08000032"," ","SMR04"," ","< 1 day",50
"2011/12","S08000032"," ","SMR04"," ","1 - 7 days",610
"2011/12","S08000032"," ","SMR04"," ","8 - 28 days",880
"2011/12","S08000032"," ","SMR04"," ","29 days - 6 months",480
"2011/12","S08000032"," ","SMR04"," ","> 6 months",70
"2011/12","S08000032"," ","Total","d","< 1 day",300
"2011/12","S08000032"," ","Total","d","1 - 7 days",1340
"2011/12","S08000032"," ","Total","d","8 - 28 days",1080
"2011/12","S08000032"," ","Total","d","29 days - 6 months",530
"2011/12","S08000032"," ","Total","d","> 6 months",70
"2011/12","S08000024"," ","SMR01"," ","< 1 day",360
"2011/12","S08000024"," ","SMR01"," ","1 - 7 days",760
"2011/12","S08000024"," ","SMR01"," ","8 - 28 days",380
"2011/12","S08000024"," ","SMR01"," ","29 days - 6 months",220
"2011/12","S08000024"," ","SMR01"," ","> 6 months",10
"2011/12","S08000024"," ","SMR04"," ","< 1 day",80
"2011/12","S08000024"," ","SMR04"," ","1 - 7 days",940
"2011/12","S08000024"," ","SMR04"," ","8 - 28 days",990
"2011/12","S08000024"," ","SMR04"," ","29 days - 6 months",700
"2011/12","S08000024"," ","SMR04"," ","> 6 months",210
"2011/12","S08000024"," ","Total","d","< 1 day",440
