"FinancialYear","HBT","HBTQF","Dataset","DatasetQF","LengthOfStay","NumberOfStays"
"2018/19","S08000026"," ","Total","d","> 6 months",0
"2018/19","S08000030"," ","SMR01"," ","< 1 day",300
"2018/19","S08000030"," ","SMR01"," ","1 - 7 days",510
"2018/19","S08000030"," ","SMR01"," ","8 - 28 days",180
"2018/19","S08000030"," ","SMR01"," ","29 days - 6 months",100
"2018/19","S08000030"," ","SMR01"," ","> 6 months",0
"2018/19","S08000030"," ","SMR04"," ","< 1 day",40
"2018/19","S08000030"," ","SMR04"," ","1 - 7 days",610
"2018/19","S08000030"," ","SMR04"," ","8 - 28 days",500
"2018/19","S08000030"," ","SMR04"," ","29 days - 6 months",580
"2018/19","S08000030"," ","SMR04"," ","> 6 months",90
"2018/19","S08000030"," ","Total","d","< 1 day",340
"2018/19","S08000030"," ","Total","d","1 - 7 days",1120
"2018/19","S08000030"," ","Total","d","8 - 28 days",680
"2018/19","S08000030"," ","Total","d","29 days - 6 months",680
"2018/19","S08000030"," ","Total","d","> 6 months",100
"2018/19","S08000028"," ","SMR01"," ","< 1 day",20
"2018/19","S08000028"," ","SMR01"," ","1 - 7 days",60
"2018/19","S08000028"," ","SMR01"," ","8 - 28 days",10
"2018/19","S08000028"," ","SMR01"," ","29 days - 6 months",0
"2018/19","S08000028"," ","SMR01"," ","> 6 months",0
"2018/19","S08000028"," ","SMR04"," ","< 1 day",0
"2018/19","S08000028"," ","SMR04"," ","1 - 7 days",10
"2018/19","S08000028"," ","SMR04"," ","8 - 28 days",10
"2018/19","S08000028"," ","SMR04"," ","29 days - 6 months",20
"2018/19","S08000028"," ","SMR04"," ","> 6 months",10
"2018/19","S08000028"," ","Total","d","< 1 day",20
"2018/19","S08000028"," ","Total","d","1 - 7 days",70
"2018/19","S08000028"," ","Total","d","8 - 28 days",20
"2018/19","S08000028"," ","Total","d","29 days - 6 months",20
"2018/19","S08000028"," ","Total","d","> 6 months",10
"2018/19","SB0802"," ","SMR01"," ","< 1 day",0
"2018/19","SB0802"," ","SMR01"," ","1 - 7 days",0
"2018/19","SB0802"," ","SMR01"," ","8 - 28 days",0
"2018/19","SB0802"," ","SMR01"," ","29 days - 6 months",0
"2018/19","SB0802"," ","SMR01"," ","> 6 months",0
"2018/19","SB0802"," ","SMR04"," ","< 1 day",0
"2018/19","SB0802"," ","SMR04"," ","1 - 7 days",0
"2018/19","SB0802"," ","SMR04"," ","8 - 28 days",0
"2018/19","SB0802"," ","SMR04"," ","29 days - 6 months",10
"2018/19","SB0802"," ","SMR04"," ","> 6 months",10
"2018/19","SB0802"," ","Total","d","< 1 day",0
"2018/19","SB0802"," ","Total","d","1 - 7 days",0
"2018/19","SB0802"," ","Total","d","8 - 28 days",0
"2018/19","SB0802"," ","Total","d","29 days - 6 months",10
"2018/19","SB0802"," ","Total","d","> 6 months",10
"2018/19","S92000003","d","SMR01"," ","< 1 day",3290
"2018/19","S92000003","d","SMR01"," ","1 - 7 days",8330
"2018/19","S92000003","d","SMR01"," ","8 - 28 days",2700
"2018/19","S92000003","d","SMR01"," ","29 days - 6 months",1110
"2018/19","S92000003","d","SMR01"," ","> 6 months",30
"2018/19","S92000003","d","SMR04"," ","< 1 day",680
"2018/19","S92000003","d","SMR04"," ","1 - 7 days",4510
"2018/19","S92000003","d","SMR04"," ","8 - 28 days",5620
"2018/19","S92000003","d","SMR04"," ","29 days - 6 months",5080
"2018/19","S92000003","d","SMR04"," ","> 6 months",1130
"2018/19","S92000003","d","Total","d","< 1 day",3970
"2018/19","S92000003","d","Total","d","1 - 7 days",12830
"2018/19","S92000003","d","Total","d","8 - 28 days",8320
"2018/19","S92000003","d","Total","d","29 days - 6 months",6190
"2018/19","S92000003","d","Total","d","> 6 months",1170
"2019/20","SB0801"," ","SMR01"," ","< 1 day",0
"2019/20","SB0801"," ","SMR01"," ","1 - 7 days",0
"2019/20","SB0801"," ","SMR01"," ","8 - 28 days",0
"2019/20","SB0801"," ","SMR01"," ","29 days - 6 months",0
"2019/20","SB0801"," ","SMR01"," ","> 6 months",0
"2019/20","SB0801"," ","SMR04"," ","< 1 day",0
"2019/20","SB0801"," ","SMR04"," ","1 - 7 days",0
"2019/20","SB0801"," ","SMR04"," ","8 - 28 days",0
"2019/20","SB0801"," ","SMR04"," ","29 days - 6 months",0
"2019/20","SB0801"," ","SMR04"," ","> 6 months",0
"2019/20","SB0801"," ","Total","d","< 1 day",0
"2019/20","SB0801"," ","Total","d","1 - 7 days",0
"2019/20","SB0801"," ","Total","d","8 - 28 days",0
"2019/20","SB0801"," ","Total","d","29 days - 6 months",0
"2019/20","SB0801"," ","Total","d","> 6 months",0
"2019/20","S08000015"," ","SMR01"," ","< 1 day",140
"2019/20","S08000015"," ","SMR01"," ","1 - 7 days",530
"2019/20","S08000015"," ","SMR01"," ","8 - 28 days",180
"2019/20","S08000015"," ","SMR01"," ","29 days - 6 months",50
"2019/20","S08000015"," ","SMR01"," ","> 6 months",0
"2019/20","S08000015"," ","SMR04"," ","< 1 day",10
"2019/20","S08000015"," ","SMR04"," ","1 - 7 days",310
"2019/20","S08000015"," ","SMR04"," ","8 - 28 days",270
"2019/20","S08000015"," ","SMR04"," ","29 days - 6 months",280
"2019/20","S08000015"," ","SMR04"," ","> 6 months",50
"2019/20","S08000015"," ","Total","d","< 1 day",160
"2019/20","S08000015"," ","Total","d","1 - 7 days",840
"2019/20","S08000015"," ","Total","d","8 - 28 days",440
"2019/20","S08000015"," ","Total","d","29 days - 6 months",330
"2019/20","S08000015"," ","Total","d","> 6 months",50
"2019/20","S08000016"," ","SMR01"," ","< 1 day",40
"2019/20","S08000016"," ","SMR01"," ","1 - 7 days",160
"2019/20","S08000016"," ","SMR01"," ","8 - 28 days",70
"2019/20","S08000016"," ","SMR01"," ","29 days - 6 months",20
"2019/20","S08000016"," ","SMR01"," ","> 6 months",0
"2019/20","S08000016"," ","SMR04"," ","< 1 day",20
"2019/20","S08000016"," ","SMR04"," ","1 - 7 days",130
"2019/20","S08000016"," ","SMR04"," ","8 - 28 days",120
"2019/20","S08000016"," ","SMR04"," ","29 days - 6 months",90
"2019/20","S08000016"," ","SMR04"," ","> 6 months",20
"2019/20","S08000016"," ","Total","d","< 1 day",60
"2019/20","S08000016"," ","Total","d","1 - 7 days",300
"2019/20","S08000016"," ","Total","d","8 - 28 days",190
"2019/20","S08000016"," ","Total","d","29 days - 6 months",110
"2019/20","S08000016"," ","Total","d","> 6 months",20
"2019/20","S08000017"," ","SMR01"," ","< 1 day",300
"2019/20","S08000017"," ","SMR01"," ","1 - 7 days",160
"2019/20","S08000017"," ","SMR01"," ","8 - 28 days",70
"2019/20","S08000017"," ","SMR01"," ","29 days - 6 months",30
"2019/20","S08000017"," ","SMR01"," ","> 6 months",0
"2019/20","S08000017"," ","SMR04"," ","< 1 day",70
"2019/20","S08000017"," ","SMR04"," ","1 - 7 days",200
"2019/20","S08000017"," ","SMR04"," ","8 - 28 days",180
"2019/20","S08000017"," ","SMR04"," ","29 days - 6 months",160
"2019/20","S08000017"," ","SMR04"," ","> 6 months",20
"2019/20","S08000017"," ","Total","d","< 1 day",360
"2019/20","S08000017"," ","Total","d","1 - 7 days",360
"2019/20","S08000017"," ","Total","d","8 - 28 days",240
"2019/20","S08000017"," ","Total","d","29 days - 6 months",190
"2019/20","S08000017"," ","Total","d","> 6 months",20
"2019/20","S08000029"," ","SMR01"," ","< 1 day",320
"2019/20","S08000029"," ","SMR01"," ","1 - 7 days",540
"2019/20","S08000029"," ","SMR01"," ","8 - 28 days",220
"2019/20","S08000029"," ","SMR01"," ","29 days - 6 months",120
"2019/20","S08000029"," ","SMR01"," ","> 6 months",0
"2019/20","S08000029"," ","SMR04"," ","< 1 day",30
"2019/20","S08000029"," ","SMR04"," ","1 - 7 days",290
"2019/20","S08000029"," ","SMR04"," ","8 - 28 days",320
"2019/20","S08000029"," ","SMR04"," ","29 days - 6 months",360
"2019/20","S08000029"," ","SMR04"," ","> 6 months",90
"2019/20","S08000029"," ","Total","d","< 1 day",340
"2019/20","S08000029"," ","Total","d","1 - 7 days",840
"2019/20","S08000029"," ","Total","d","8 - 28 days",550
"2019/20","S08000029"," ","Total","d","29 days - 6 months",480
"2019/20","S08000029"," ","Total","d","> 6 months",90
"2019/20","S08000019"," ","SMR01"," ","< 1 day",220
"2019/20","S08000019"," ","SMR01"," ","1 - 7 days",440
"2019/20","S08000019"," ","SMR01"," ","8 - 28 days",120
"2019/20","S08000019"," ","SMR01"," ","29 days - 6 months",60
"2019/20","S08000019"," ","SMR01"," ","> 6 months",0
"2019/20","S08000019"," ","SMR04"," ","< 1 day",30
"2019/20","S08000019"," ","SMR04"," ","1 - 7 days",290
"2019/20","S08000019"," ","SMR04"," ","8 - 28 days",240
"2019/20","S08000019"," ","SMR04"," ","29 days - 6 months",240
"2019/20","S08000019"," ","SMR04"," ","> 6 months",80
"2019/20","S08000019"," ","Total","d","< 1 day",250
"2019/20","S08000019"," ","Total","d","1 - 7 days",730
"2019/20","S08000019"," ","Total","d","8 - 28 days",370
"2019/20","S08000019"," ","Total","d","29 days - 6 months",300
"2019/20","S08000019"," ","Total","d","> 6 months",80
"2019/20","S08000020"," ","SMR01"," ","< 1 day",240
"2019/20","S08000020"," ","SMR01"," ","1 - 7 days",700
"2019/20","S08000020"," ","SMR01"," ","8 - 28 days",160
"2019/20","S08000020"," ","SMR01"," ","29 days - 6 months",80
"2019/20","S08000020"," ","SMR01"," ","> 6 months",0
"2019/20","S08000020"," ","SMR04"," ","< 1 day",150
"2019/20","S08000020"," ","SMR04"," ","1 - 7 days",360
"2019/20","S08000020"," ","SMR04"," ","8 - 28 days",510
"2019/20","S08000020"," ","SMR04"," ","29 days - 6 months",490
"2019/20","S08000020"," ","SMR04"," ","> 6 months",110
"2019/20","S08000020"," ","Total","d","< 1 day",390
"2019/20","S08000020"," ","Total","d","1 - 7 days",1060
"2019/20","S08000020"," ","Total","d","8 - 28 days",670
"2019/20","S08000020"," ","Total","d","29 days - 6 months",570
"2019/20","S08000020"," ","Total","d","> 6 months",120
"2019/20","S08000031"," ","SMR01"," ","< 1 day",930
"2019/20","S08000031"," ","SMR01"," ","1 - 7 days",3030
"2019/20","S08000031"," ","SMR01"," ","8 - 28 days",800
"2019/20","S08000031"," ","SMR01"," ","29 days - 6 months",240
"2019/20","S08000031"," ","SMR01"," ","> 6 months",0
"2019/20","S08000031"," ","SMR04"," ","< 1 day",60
"2019/20","S08000031"," ","SMR04"," ","1 - 7 days",990
"2019/20","S08000031"," ","SMR04"," ","8 - 28 days",1790
"2019/20","S08000031"," ","SMR04"," ","29 days - 6 months",1550
"2019/20","S08000031"," ","SMR04"," ","> 6 months",320
"2019/20","S08000031"," ","Total","d","< 1 day",980
"2019/20","S08000031"," ","Total","d","1 - 7 days",4020
"2019/20","S08000031"," ","Total","d","8 - 28 days",2600
"2019/20","S08000031"," ","Total","d","29 days - 6 months",1790
"2019/20","S08000031"," ","Total","d","> 6 months",320
"2019/20","S08000022"," ","SMR01"," ","< 1 day",170
"2019/20","S08000022"," ","SMR01"," ","1 - 7 days",420
"2019/20","S08000022"," ","SMR01"," ","8 - 28 days",140
"2019/20","S08000022"," ","SMR01"," ","29 days - 6 months",80
"2019/20","S08000022"," ","SMR01"," ","> 6 months",10
"2019/20","S08000022"," ","SMR04"," ","< 1 day",10
"2019/20","S08000022"," ","SMR04"," ","1 - 7 days",230
"2019/20","S08000022"," ","SMR04"," ","8 - 28 days",260
"2019/20","S08000022"," ","SMR04"," ","29 days - 6 months",200
"2019/20","S08000022"," ","SMR04"," ","> 6 months",60
"2019/20","S08000022"," ","Total","d","< 1 day",190
"2019/20","S08000022"," ","Total","d","1 - 7 days",650
"2019/20","S08000022"," ","Total","d","8 - 28 days",410
"2019/20","S08000022"," ","Total","d","29 days - 6 months",290
"2019/20","S08000022"," ","Total","d","> 6 months",70
"2019/20","S08000032"," ","SMR01"," ","< 1 day",430
"2019/20","S08000032"," ","SMR01"," ","1 - 7 days",1130
"2019/20","S08000032"," ","SMR01"," ","8 - 28 days",420
"2019/20","S08000032"," ","SMR01"," ","29 days - 6 months",100
"2019/20","S08000032"," ","SMR01"," ","> 6 months",0
"2019/20","S08000032"," ","SMR04"," ","< 1 day",30
"2019/20","S08000032"," ","SMR04"," ","1 - 7 days",290
"2019/20","S08000032"," ","SMR04"," ","8 - 28 days",560
"2019/20","S08000032"," ","SMR04"," ","29 days - 6 months",480
"2019/20","S08000032"," ","SMR04"," ","> 6 months",100
"2019/20","S08000032"," ","Total","d","< 1 day",460
"2019/20","S08000032"," ","Total","d","1 - 7 days",1430
"2019/20","S08000032"," ","Total","d","8 - 28 days",980
"2019/20","S08000032"," ","Total","d","29 days - 6 months",580
"2019/20","S08000032"," ","Total","d","> 6 months",100
"2019/20","S08000024"," ","SMR01"," ","< 1 day",450
"2019/20","S08000024"," ","SMR01"," ","1 - 7 days",1190
"2019/20","S08000024"," ","SMR01"," ","8 - 28 days",370
"2019/20","S08000024"," ","SMR01"," ","29 days - 6 months",240
"2019/20","S08000024"," ","SMR01"," ","> 6 months",20
"2019/20","S08000024"," ","SMR04"," ","< 1 day",250
"2019/20","S08000024"," ","SMR04"," ","1 - 7 days",760
"2019/20","S08000024"," ","SMR04"," ","8 - 28 days",940
"2019/20","S08000024"," ","SMR04"," ","29 days - 6 months",690
"2019/20","S08000024"," ","SMR04"," ","> 6 months",170
"2019/20","S08000024"," ","Total","d","< 1 day",700
"2019/20","S08000024"," ","Total","d","1 - 7 days",1950
"2019/20","S08000024"," ","Total","d","8 - 28 days",1310
"2019/20","S08000024"," ","Total","d","29 days - 6 months",940
"2019/20","S08000024"," ","Total","d","> 6 months",190
"2019/20","S08000025"," ","SMR01"," ","< 1 day",20
"2019/20","S08000025"," ","SMR01"," ","1 - 7 days",30
"2019/20","S08000025"," ","SMR01"," ","8 - 28 days",0
"2019/20","S08000025"," ","SMR01"," ","29 days - 6 months",0
"2019/20","S08000025"," ","SMR01"," ","> 6 months",0
"2019/20","S08000025"," ","SMR04"," ","< 1 day",0
"2019/20","S08000025"," ","SMR04"," ","1 - 7 days",0
"2019/20","S08000025"," ","SMR04"," ","8 - 28 days",0
"2019/20","S08000025"," ","SMR04"," ","29 days - 6 months",0
"2019/20","S08000025"," ","SMR04"," ","> 6 months",0
"2019/20","S08000025"," ","Total","d","< 1 day",20
"2019/20","S08000025"," ","Total","d","1 - 7 days",30
"2019/20","S08000025"," ","Total","d","8 - 28 days",0
"2019/20","S08000025"," ","Total","d","29 days - 6 months",0
"2019/20","S08000025"," ","Total","d","> 6 months",0
"2019/20","S08000026"," ","SMR01"," ","< 1 day",10
"2019/20","S08000026"," ","SMR01"," ","1 - 7 days",60
"2019/20","S08000026"," ","SMR01"," ","8 - 28 days",10
"2019/20","S08000026"," ","SMR01"," ","29 days - 6 months",0
"2019/20","S08000026"," ","SMR01"," ","> 6 months",0
"2019/20","S08000026"," ","SMR04"," ","< 1 day",0
"2019/20","S08000026"," ","SMR04"," ","1 - 7 days",0
"2019/20","S08000026"," ","SMR04"," ","8 - 28 days",0
"2019/20","S08000026"," ","SMR04"," ","29 days - 6 months",0
"2019/20","S08000026"," ","SMR04"," ","> 6 months",0
"2019/20","S08000026"," ","Total","d","< 1 day",10
"2019/20","S08000026"," ","Total","d","1 - 7 days",60
"2019/20","S08000026"," ","Total","d","8 - 28 days",10
"2019/20","S08000026"," ","Total","d","29 days - 6 months",0
"2019/20","S08000026"," ","Total","d","> 6 months",0
"2019/20","S08000030"," ","SMR01"," ","< 1 day",370
"2019/20","S08000030"," ","SMR01"," ","1 - 7 days",610
"2019/20","S08000030"," ","SMR01"," ","8 - 28 days",220
"2019/20","S08000030"," ","SMR01"," ","29 days - 6 months",110
"2019/20","S08000030"," ","SMR01"," ","> 6 months",0
"2019/20","S08000030"," ","SMR04"," ","< 1 day",40
"2019/20","S08000030"," ","SMR04"," ","1 - 7 days",540
"2019/20","S08000030"," ","SMR04"," ","8 - 28 days",480
"2019/20","S08000030"," ","SMR04"," ","29 days - 6 months",530
"2019/20","S08000030"," ","SMR04"," ","> 6 months",90
"2019/20","S08000030"," ","Total","d","< 1 day",410
"2019/20","S08000030"," ","Total","d","1 - 7 days",1140
"2019/20","S08000030"," ","Total","d","8 - 28 days",690
"2019/20","S08000030"," ","Total","d","29 days - 6 months",640
"2019/20","S08000030"," ","Total","d","> 6 months",90
"2019/20","S08000028"," ","SMR01"," ","< 1 day",20
"2019/20","S08000028"," ","SMR01"," ","1 - 7 days",60
"2019/20","S08000028"," ","SMR01"," ","8 - 28 days",10
"2019/20","S08000028"," ","SMR01"," ","29 days - 6 months",10
"2019/20","S08000028"," ","SMR01"," ","> 6 months",0
"2019/20","S08000028"," ","SMR04"," ","< 1 day",0
"2019/20","S08000028"," ","SMR04"," ","1 - 7 days",10
"2019/20","S08000028"," ","SMR04"," ","8 - 28 days",10
"2019/20","S08000028"," ","SMR04"," ","29 days - 6 months",20
"2019/20","S08000028"," ","SMR04"," ","> 6 months",0
"2019/20","S08000028"," ","Total","d","< 1 day",20
"2019/20","S08000028"," ","Total","d","1 - 7 days",80
"2019/20","S08000028"," ","Total","d","8 - 28 days",20
"2019/20","S08000028"," ","Total","d","29 days - 6 months",30
"2019/20","S08000028"," ","Total","d","> 6 months",0
"2019/20","SB0802"," ","SMR01"," ","< 1 day",0
"2019/20","SB0802"," ","SMR01"," ","1 - 7 days",0
"2019/20","SB0802"," ","SMR01"," ","8 - 28 days",0
"2019/20","SB0802"," ","SMR01"," ","29 days - 6 months",0
"2019/20","SB0802"," ","SMR01"," ","> 6 months",0
"2019/20","SB0802"," ","SMR04"," ","< 1 day",0
"2019/20","SB0802"," ","SMR04"," ","1 - 7 days",0
"2019/20","SB0802"," ","SMR04"," ","8 - 28 days",0
"2019/20","SB0802"," ","SMR04"," ","29 days - 6 months",0
"2019/20","SB0802"," ","SMR04"," ","> 6 months",10
"2019/20","SB0802"," ","Total","d","< 1 day",0
"2019/20","SB0802"," ","Total","d","1 - 7 days",0
"2019/20","SB0802"," ","Total","d","8 - 28 days",0
"2019/20","SB0802"," ","Total","d","29 days - 6 months",0
"2019/20","SB0802"," ","Total","d","> 6 months",10
"2019/20","S92000003","d","SMR01"," ","< 1 day",3660
"2019/20","S92000003","d","SMR01"," ","1 - 7 days",9090
"2019/20","S92000003","d","SMR01"," ","8 - 28 days",2800
"2019/20","S92000003","d","SMR01"," ","29 days - 6 months",1150
"2019/20","S92000003","d","SMR01"," ","> 6 months",50
"2019/20","S92000003","d","SMR04"," ","< 1 day",700
"2019/20","S92000003","d","SMR04"," ","1 - 7 days",4400
"2019/20","S92000003","d","SMR04"," ","8 - 28 days",5690
"2019/20","S92000003","d","SMR04"," ","29 days - 6 months",5100
"2019/20","S92000003","d","SMR04"," ","> 6 months",1130
"2019/20","S92000003","d","Total","d","< 1 day",4360
"2019/20","S92000003","d","Total","d","1 - 7 days",13490
"2019/20","S92000003","d","Total","d","8 - 28 days",8490
"2019/20","S92000003","d","Total","d","29 days - 6 months",6250
"2019/20","S92000003","d","Total","d","> 6 months",1180
"2020/21","SB0801"," ","SMR01"," ","< 1 day",0
"2020/21","SB0801"," ","SMR01"," ","1 - 7 days",0
"2020/21","SB0801"," ","SMR01"," ","8 - 28 days",0
"2020/21","SB0801"," ","SMR01"," ","29 days - 6 months",0
"2020/21","SB0801"," ","SMR01"," ","> 6 months",0
"2020/21","SB0801"," ","SMR04"," ","< 1 day",0
"2020/21","SB0801"," ","SMR04"," ","1 - 7 days",0
"2020/21","SB0801"," ","SMR04"," ","8 - 28 days",0
"2020/21","SB0801"," ","SMR04"," ","29 days - 6 months",0
"2020/21","SB0801"," ","SMR04"," ","> 6 months",0
"2020/21","SB0801"," ","Total","d","< 1 day",0
"2020/21","SB0801"," ","Total","d","1 - 7 days",0
"2020/21","SB0801"," ","Total","d","8 - 28 days",0
"2020/21","SB0801"," ","Total","d","29 days - 6 months",0
"2020/21","SB0801"," ","Total","d","> 6 months",0
"2020/21","S08000015"," ","SMR01"," ","< 1 day",170
"2020/21","S08000015"," ","SMR01"," ","1 - 7 days",510
"2020/21","S08000015"," ","SMR01"," ","8 - 28 days",170
"2020/21","S08000015"," ","SMR01"," ","29 days - 6 months",60
"2020/21","S08000015"," ","SMR01"," ","> 6 months",0
"2020/21","S08000015"," ","SMR04"," ","< 1 day",20
"2020/21","S08000015"," ","SMR04"," ","1 - 7 days",200
"2020/21","S08000015"," ","SMR04"," ","8 - 28 days",300
"2020/21","S08000015"," ","SMR04"," ","29 days - 6 months",240
"2020/21","S08000015"," ","SMR04"," ","> 6 months",50
"2020/21","S08000015"," ","Total","d","< 1 day",190
"2020/21","S08000015"," ","Total","d","1 - 7 days",700
"2020/21","S08000015"," ","Total","d","8 - 28 days",470
"2020/21","S08000015"," ","Total","d","29 days - 6 months",300
"2020/21","S08000015"," ","Total","d","> 6 months",50
"2020/21","S08000016"," ","SMR01"," ","< 1 day",30
"2020/21","S08000016"," ","SMR01"," ","1 - 7 days",140
"2020/21","S08000016"," ","SMR01"," ","8 - 28 days",60
"2020/21","S08000016"," ","SMR01"," ","29 days - 6 months",10
"2020/21","S08000016"," ","SMR01"," ","> 6 months",0
"2020/21","S08000016"," ","SMR04"," ","< 1 day",30
"2020/21","S08000016"," ","SMR04"," ","1 - 7 days",120
"2020/21","S08000016"," ","SMR04"," ","8 - 28 days",110
"2020/21","S08000016"," ","SMR04"," ","29 days - 6 months",90
"2020/21","S08000016"," ","SMR04"," ","> 6 months",20
"2020/21","S08000016"," ","Total","d","< 1 day",60
"2020/21","S08000016"," ","Total","d","1 - 7 days",260
